Hydrophone 1,Hydrophone 2,Hydrophone 3,Hydrophone 4,Hydrophone 5
-553,-44,-43,-42,-43
-6266,-43,-42,-41,-42
3082,-42,-43,-42,-43
6508,-43,-42,-41,-43
454,-45,-42,-41,-43
-151,-45,-42,-41,-43
6555,-42,-42,-41,-43
6453,-43,-42,-42,-43
6462,-43,-43,-42,-43
6606,-44,-42,-42,-43
6473,-43,-42,-41,-43
6469,-43,-42,-41,-43
2295,-44,-42,-42,-43
6427,-43,-42,-41,-43
6430,-43,-42,-40,-43
6229,-44,-43,-41,-42
-2834,-45,-42,-42,-43
-6575,-44,-43,-42,-43
-6515,-43,-43,-42,-43
-6492,-43,-43,-42,-43
-6494,-42,-42,-42,-43
-6483,-43,-41,-41,-43
-2560,-42,-42,-41,-43
6307,-41,-41,-41,-43
6357,-42,-42,-41,-43
6342,-43,-42,-41,-42
6368,-44,-42,-41,-43
6373,-43,-42,-41,-43
6217,-44,-43,-42,-43
-3495,-46,-43,-42,-43
-6561,-44,-42,-42,-43
-6511,-43,-42,-41,-43
-6498,-44,-43,-42,-43
-6491,-43,-43,-42,-43
-6500,-42,-42,-41,-44
-3247,-42,-42,-41,-43
5589,-41,-42,-41,-43
6346,-42,-41,-41,-43
6347,-44,-42,-42,-43
6384,-44,-42,-42,-43
6372,-43,-41,-42,-43
6396,-43,-41,-41,-43
6382,-44,-42,-41,-42
2031,-44,-42,-42,-44
-6513,-46,-42,-41,-43
-6523,-44,-42,-41,-43
-6513,-43,-42,-42,-43
-6527,-43,-42,-41,-43
-6499,-43,-42,-41,-43
-6262,-43,-42,-41,-43
564,-42,-42,-41,-43
6412,-43,-43,-42,-42
6343,-44,-42,-42,-43
6336,-44,-42,-42,-43
6356,-43,-42,-41,-43
6357,-44,-42,-41,-42
6368,-43,-42,-41,-43
6362,-43,-42,-41,-42
6132,-44,-43,-41,-42
-5623,-45,-43,-42,-43
-6573,-44,-43,-41,-43
-6512,-44,-43,-42,-43
-6517,-43,-42,-42,-43
-6499,-43,-42,-42,-43
-6502,-43,-42,-41,-43
-1174,-42,-43,-41,-43
6325,-41,-42,-41,-42
6272,-42,-42,-41,-43
6320,-44,-42,-42,-43
6303,-44,-43,-41,-43
6330,-44,-43,-41,-43
6335,-44,-43,-42,-43
6369,-44,-43,-42,-43
-199,-45,-43,-42,-43
-6613,-43,-42,-41,-43
-6537,-44,-43,-42,-43
-6531,-43,-42,-42,-43
-6521,-43,-42,-42,-43
-6547,-43,-42,-42,-42
-6321,-43,-43,-42,-43
712,-42,-42,-41,-43
6406,-43,-42,-42,-43
6302,-44,-42,-42,-43
6350,-44,-42,-42,-43
6335,-43,-42,-41,-43
6351,-43,-42,-41,-43
6345,-43,-42,-41,-44
6148,-43,-42,-41,-43
-3503,-45,-42,-41,-43
-6622,-43,-42,-42,-43
-6542,-43,-42,-41,-43
-6555,-44,-42,-42,-43
-6528,-43,-43,-42,-43
-6521,-43,-43,-42,-43
-3709,-43,-43,-41,-43
4982,-41,-42,-42,-43
6329,-43,-42,-41,-44
6318,-43,-42,-42,-43
6323,-43,-41,-41,-43
6334,-43,-42,-41,-43
6311,-43,-42,-41,-43
6343,-44,-43,-42,-42
-49,-45,-43,-42,-43
-6618,-43,-43,-42,-43
-6554,-43,-42,-42,-43
-6514,-43,-42,-42,-43
-6524,-43,-42,-42,-44
-6507,-43,-42,-41,-43
-6509,-43,-42,-41,-43
-6330,-43,-42,-41,-43
2337,-41,-42,-41,-43
6313,-43,-42,-41,-43
6322,-44,-42,-42,-43
6311,-44,-42,-41,-44
6338,-44,-43,-42,-43
6345,-44,-43,-42,-43
6169,-44,-42,-42,-43
-3931,-45,-43,-41,-43
-6569,-43,-43,-41,-42
-6539,-43,-42,-42,-43
-6530,-43,-41,-40,-43
-6522,-43,-42,-41,-42
-6546,-43,-42,-41,-43
-3662,-42,-42,-41,-43
5025,-42,-42,-42,-43
6323,-43,-42,-41,-44
6335,-44,-42,-41,-43
6378,-44,-41,-41,-43
6358,-44,-42,-42,-43
6371,-43,-42,-41,-43
6366,-43,-42,-40,-43
2270,-45,-42,-42,-42
-6254,-45,-43,-42,-43
-6596,-43,-42,-41,-43
-6541,-44,-43,-41,-43
-6551,-43,-43,-42,-43
-6529,-43,-42,-42,-43
-6116,-43,-43,-42,-44
3201,-42,-42,-42,-43
6354,-42,-42,-42,-43
6344,-43,-41,-41,-43
6343,-44,-42,-41,-42
6345,-43,-42,-41,-43
6354,-43,-41,-41,-43
6325,-44,-42,-41,-43
6236,-43,-42,-41,-43
-966,-44,-42,-42,-43
-6678,-44,-43,-43,-43
-6555,-44,-42,-41,-44
-6520,-42,-42,-42,-43
-6531,-42,-42,-42,-43
-6526,-42,-42,-41,-42
-6029,-43,-42,-41,-43
3641,-41,-41,-41,-43
6324,-43,-42,-42,-43
6283,-43,-42,-41,-43
6336,-43,-42,-40,-43
6326,-44,-42,-42,-42
6340,-44,-42,-41,-43
6356,-44,-42,-41,-44
6203,-44,-42,-41,-42
-2976,-45,-42,-42,-42
-6633,-44,-43,-42,-43
-6566,-42,-42,-41,-43
-6566,-42,-42,-41,-43
-6551,-43,-42,-41,-43
-6581,-43,-42,-42,-44
-2962,-43,-42,-42,-43
6064,-41,-42,-42,-44
6295,-43,-42,-41,-43
6321,-44,-43,-42,-43
6334,-44,-42,-41,-43
6335,-44,-42,-42,-43
6329,-43,-42,-41,-43
6146,-44,-42,-42,-43
-2042,-45,-43,-42,-42
-6710,-43,-42,-41,-43
-6609,-44,-42,-42,-43
-6557,-43,-42,-41,-43
-6538,-43,-42,-41,-43
-6546,-43,-42,-42,-43
-6259,-43,-43,-42,-44
3514,-42,-41,-41,-43
6324,-42,-41,-41,-43
6286,-43,-41,-41,-43
6311,-44,-42,-41,-43
6310,-43,-42,-41,-42
6319,-44,-42,-42,-43
6311,-44,-43,-42,-43
2205,-44,-42,-41,-43
-6285,-46,-43,-42,-42
-6599,-45,-43,-42,-43
-6562,-43,-42,-41,-43
-6563,-43,-42,-41,-43
-6549,-43,-43,-42,-42
-6562,-43,-42,-41,-44
-3742,-42,-42,-41,-43
5495,-41,-42,-42,-43
6281,-43,-42,-41,-43
6283,-44,-42,-42,-43
6312,-44,-42,-42,-43
6319,-45,-43,-42,-43
6311,-43,-41,-41,-43
6303,-44,-43,-42,-43
-475,-45,-43,-42,-44
-6667,-44,-42,-41,-43
-6585,-43,-42,-41,-42
-6564,-43,-41,-41,-43
-6570,-42,-42,-41,-43
-6556,-43,-42,-41,-43
-6580,-43,-43,-42,-43
-6353,-43,-42,-42,-43
2658,-42,-42,-41,-43
6298,-43,-42,-41,-43
6299,-44,-42,-41,-44
6323,-43,-42,-41,-43
6319,-43,-41,-41,-43
6312,-44,-42,-42,-42
3739,-44,-42,-42,-43
-5993,-45,-42,-41,-43
-6596,-44,-43,-41,-43
-6599,-44,-43,-42,-43
-6554,-43,-42,-41,-43
-6543,-43,-42,-42,-42
-6546,-43,-42,-42,-44
-3782,-42,-42,-41,-43
5118,-40,-41,-41,-43
6297,-43,-42,-41,-41
6278,-44,-42,-40,-43
6305,-43,-41,-41,-43
6303,-44,-43,-41,-42
6310,-43,-42,-42,-43
6125,-43,-42,-41,-43
-3231,-46,-43,-42,-43
-6635,-44,-43,-42,-43
-6572,-43,-42,-41,-43
-6546,-42,-42,-41,-43
-6561,-43,-42,-41,-43
-6541,-43,-42,-41,-43
-1077,-42,-42,-41,-43
6300,-41,-42,-42,-43
6275,-43,-43,-41,-43
6279,-43,-43,-41,-43
6310,-44,-42,-42,-42
6315,-44,-42,-41,-43
6339,-44,-41,-41,-43
6319,-44,-43,-42,-43
1242,-45,-43,-42,-42
-6525,-45,-42,-41,-43
-6584,-43,-42,-41,-43
-6587,-43,-42,-41,-43
-6566,-43,-42,-41,-43
-6565,-43,-42,-41,-43
-6557,-43,-43,-41,-43
-3077,-43,-43,-42,-43
5676,-41,-41,-42,-43
6311,-43,-42,-42,-43
6283,-44,-42,-42,-43
6314,-44,-42,-41,-43
6315,-43,-41,-41,-43
6319,-44,-42,-41,-42
6117,-44,-42,-41,-43
-2603,-45,-42,-41,-43
-6666,-44,-43,-42,-42
-6586,-43,-43,-41,-43
-6568,-43,-42,-42,-43
-6553,-43,-42,-42,-43
-6530,-44,-42,-42,-43
-5612,-42,-42,-41,-43
3852,-41,-41,-41,-43
6271,-43,-42,-41,-43
6290,-43,-42,-41,-43
6283,-44,-42,-41,-43
6307,-44,-42,-41,-43
6311,-44,-42,-42,-43
6315,-43,-42,-41,-43
2838,-46,-43,-42,-42
-6145,-45,-43,-42,-43
-6587,-43,-42,-42,-43
-6587,-43,-42,-41,-43
-6564,-43,-42,-41,-43
-6587,-43,-42,-42,-43
-6397,-42,-42,-40,-43
-1070,-42,-42,-42,-43
6334,-41,-42,-41,-44
6270,-43,-42,-41,-43
6275,-44,-43,-42,-43
6330,-44,-42,-42,-43
6311,-44,-42,-42,-43
6340,-44,-43,-42,-43
6126,-44,-43,-42,-43
-2994,-46,-42,-42,-43
-6672,-43,-42,-41,-43
-6589,-44,-42,-42,-42
-6600,-43,-43,-41,-43
-6571,-43,-42,-41,-43
-6563,-43,-43,-41,-42
-6396,-43,-43,-42,-43
2059,-42,-42,-41,-43
6324,-43,-42,-42,-43
6313,-44,-43,-42,-43
6288,-43,-42,-41,-43
6300,-44,-41,-41,-42
6267,-44,-42,-41,-43
6310,-44,-42,-41,-43
1727,-44,-42,-41,-43
-6430,-46,-43,-42,-42
-6606,-44,-42,-42,-43
-6591,-43,-42,-41,-43
-6542,-43,-43,-43,-43
-6556,-43,-42,-41,-44
-6541,-42,-42,-42,-43
-1934,-41,-42,-42,-43
6273,-41,-42,-41,-42
6223,-43,-42,-41,-43
6271,-43,-42,-41,-43
6275,-44,-42,-42,-42
6297,-43,-43,-41,-43
6306,-43,-42,-41,-43
6165,-45,-43,-42,-42
-977,-46,-43,-41,-43
-6701,-44,-43,-42,-43
-6570,-43,-42,-41,-43
-6585,-43,-43,-42,-43
-6571,-43,-42,-42,-43
-6596,-42,-41,-41,-42
-6362,-43,-42,-42,-42
-70,-42,-42,-41,-44
6363,-41,-41,-41,-43
6269,-43,-43,-42,-43
6273,-43,-43,-42,-43
6339,-44,-42,-41,-43
6308,-44,-43,-42,-43
6340,-44,-42,-41,-42
6030,-44,-42,-41,-43
-5227,-45,-42,-41,-42
-6655,-44,-42,-42,-42
-6598,-43,-42,-42,-43
-6604,-43,-42,-42,-43
-6576,-43,-43,-42,-42
-6565,-43,-42,-42,-43
-6389,-43,-42,-42,-43
2478,-42,-43,-42,-43
6309,-43,-41,-42,-43
6304,-43,-42,-41,-43
6283,-43,-43,-41,-43
6294,-44,-42,-41,-43
6259,-44,-42,-41,-43
6255,-44,-42,-41,-43
-1115,-45,-43,-42,-43
-6701,-44,-43,-42,-44
-6587,-43,-42,-41,-43
-6587,-43,-42,-42,-44
-6526,-43,-42,-42,-44
-6556,-42,-43,-41,-43
-6556,-42,-41,-41,-43
-3261,-42,-42,-42,-43
6002,-40,-42,-41,-43
6232,-43,-41,-41,-43
6265,-44,-42,-41,-43
6284,-44,-42,-42,-43
6297,-44,-42,-41,-43
6314,-44,-43,-42,-42
3349,-45,-42,-42,-43
-6113,-46,-43,-42,-43
-6601,-43,-42,-41,-43
-6572,-43,-42,-41,-42
-6579,-43,-42,-42,-43
-6574,-42,-42,-41,-42
-6589,-43,-43,-41,-43
-5683,-43,-42,-42,-43
3961,-41,-42,-42,-43
6290,-43,-42,-41,-43
6294,-44,-42,-42,-43
6291,-44,-42,-41,-43
6367,-45,-42,-41,-43
6317,-43,-42,-41,-43
6144,-44,-42,-41,-43
-2129,-44,-42,-41,-43
-6707,-44,-43,-41,-43
-6621,-43,-42,-42,-43
-6577,-43,-42,-42,-43
-6583,-43,-43,-41,-42
-6559,-43,-42,-42,-43
-6377,-43,-42,-41,-43
2156,-41,-42,-42,-44
6384,-43,-42,-41,-43
6290,-43,-42,-41,-43
6313,-43,-41,-41,-43
6298,-44,-43,-41,-42
6306,-44,-42,-41,-42
6274,-43,-42,-41,-43
2225,-45,-42,-41,-43
-6308,-47,-43,-42,-43
-6608,-43,-42,-42,-42
-6579,-44,-42,-42,-43
-6582,-44,-43,-41,-44
-6516,-43,-42,-41,-43
-6424,-42,-41,-41,-43
-920,-42,-42,-41,-43
6332,-41,-42,-41,-44
6257,-42,-42,-41,-43
6245,-44,-42,-41,-43
6284,-43,-42,-41,-43
6303,-44,-42,-42,-43
6309,-45,-42,-41,-43
6111,-45,-42,-42,-43
-4232,-45,-42,-42,-43
-6585,-43,-42,-41,-43
-6588,-43,-42,-41,-43
-6582,-43,-42,-41,-43
-6577,-42,-42,-41,-43
-6578,-43,-42,-42,-43
-6427,-43,-42,-41,-43
1925,-41,-41,-41,-43
6327,-43,-42,-41,-43
6282,-44,-42,-42,-44
6305,-44,-42,-41,-44
6295,-45,-42,-42,-42
6365,-43,-42,-41,-43
6138,-44,-42,-41,-43
-1327,-45,-42,-41,-43
-6715,-43,-42,-42,-42
-6604,-43,-42,-41,-43
-6585,-43,-42,-42,-43
-6573,-44,-43,-41,-43
-6544,-43,-43,-42,-43
-6548,-43,-42,-41,-43
-1964,-43,-42,-42,-43
6274,-41,-42,-42,-44
6304,-43,-42,-41,-44
6289,-43,-41,-41,-43
6279,-43,-42,-41,-43
6297,-44,-42,-41,-42
6294,-44,-42,-41,-43
5686,-44,-42,-41,-42
-5405,-46,-43,-42,-43
-6609,-44,-42,-42,-42
-6583,-44,-43,-43,-43
-6569,-43,-43,-42,-43
-6571,-43,-42,-41,-43
-6555,-42,-41,-40,-43
-5883,-43,-42,-41,-43
3935,-41,-42,-41,-42
6289,-43,-42,-41,-43
6270,-43,-42,-41,-43
6292,-44,-43,-42,-43
6302,-44,-42,-41,-43
6095,-44,-43,-43,-42
-5273,-46,-43,-42,-43
-6595,-43,-42,-42,-44
-6581,-43,-42,-41,-43
-6530,-43,-42,-41,-43
-6553,-43,-42,-41,-43
-6571,-42,-42,-41,-44
-6547,-44,-42,-42,-42
-6552,-43,-42,-41,-43
-4316,-43,-42,-42,-43
5605,-41,-42,-41,-43
6317,-43,-42,-41,-43
6307,-44,-42,-42,-43
6327,-45,-42,-42,-43
6261,-44,-42,-41,-42
-820,-45,-43,-42,-43
-6658,-43,-42,-42,-43
-6548,-42,-42,-41,-43
-6548,-43,-42,-41,-43
-6544,-42,-42,-41,-43
-6563,-43,-42,-42,-43
-6529,-43,-42,-42,-43
-6517,-43,-42,-41,-43
-6505,-43,-43,-42,-43
-4006,-43,-42,-41,-43
5670,-41,-42,-41,-43
6394,-43,-42,-41,-42
6340,-43,-42,-42,-42
6372,-44,-42,-41,-43
6163,-43,-42,-41,-43
-3810,-45,-42,-41,-42
-6589,-44,-42,-41,-43
-6527,-43,-43,-41,-43
-6533,-43,-43,-42,-43
-6507,-42,-43,-42,-43
-6502,-43,-42,-42,-44
-6497,-42,-42,-41,-43
-6446,-43,-43,-42,-42
-6471,-42,-43,-42,-43
-6448,-42,-42,-41,-43
-5228,-44,-42,-42,-43
5038,-41,-42,-41,-44
6341,-43,-41,-41,-43
578,-44,-43,-42,-42
-5317,-46,-43,-42,-43
917,-43,-42,-41,-43
-5452,-44,-42,-41,-43
-6480,-44,-42,-42,-42
-6441,-43,-43,-42,-43
-6445,-42,-42,-41,-43
-6421,-43,-42,-42,-43
-6438,-43,-42,-42,-43
-6421,-43,-42,-41,-43
-6446,-43,-42,-42,-42
-6416,-43,-42,-42,-43
-6228,-43,-42,-41,-43
1117,-42,-42,-41,-43
-6417,-45,-42,-42,-42
-6405,-43,-43,-41,-43
-6143,-43,-42,-42,-43
2066,-42,-42,-41,-43
5550,-43,-42,-41,-43
3430,-43,-42,-41,-43
-5531,-46,-43,-41,-43
-6397,-43,-41,-42,-43
-6386,-43,-42,-41,-43
-868,-42,-42,-42,-43
-3698,-43,-43,-42,-44
-6396,-43,-43,-41,-44
-6377,-42,-42,-42,-43
-6378,-43,-43,-42,-42
-6353,-42,-42,-41,-43
-6335,-42,-42,-42,-43
-6350,-43,-43,-42,-43
-6327,-43,-42,-42,-43
-6202,-42,-42,-41,-44
2303,-41,-43,-42,-43
6623,-44,-42,-42,-43
6368,-43,-42,-42,-43
5868,-43,-41,-41,-43
6580,-44,-43,-42,-43
6551,-45,-43,-42,-43
1105,-44,-43,-41,-43
-6399,-46,-43,-42,-43
-6361,-44,-42,-42,-43
-6338,-43,-42,-42,-43
-6369,-43,-42,-42,-42
-6340,-43,-43,-42,-43
-6350,-43,-43,-42,-44
-6326,-42,-42,-41,-43
-6319,-43,-42,-42,-42
1781,-41,-41,-41,-43
6748,-43,-42,-41,-43
6569,-43,-42,-42,-42
6599,-43,-42,-42,-43
6564,-44,-42,-41,-43
6577,-44,-42,-41,-43
6352,-44,-42,-41,-43
-1754,-45,-42,-41,-43
-6393,-44,-43,-43,-44
-6354,-43,-42,-42,-43
-6340,-43,-42,-42,-43
-6343,-42,-41,-41,-42
-6284,-44,-42,-42,-42
-6312,-43,-43,-41,-43
-6306,-42,-42,-41,-43
-18,-42,-42,-42,-43
6654,-41,-42,-42,-44
6516,-43,-42,-41,-43
6555,-43,-42,-41,-43
6559,-44,-42,-41,-44
6571,-44,-43,-41,-43
6515,-43,-42,-42,-43
670,-45,-43,-42,-42
-6375,-46,-43,-41,-43
-6343,-43,-42,-41,-43
-6331,-43,-42,-42,-42
-6338,-43,-43,-42,-43
-6338,-43,-42,-41,-43
-6346,-43,-43,-42,-43
-6318,-43,-42,-42,-43
-5342,-43,-42,-42,-44
4997,-41,-41,-41,-43
6610,-43,-42,-42,-43
6564,-43,-42,-42,-43
6633,-43,-42,-41,-43
6579,-44,-42,-42,-42
6406,-44,-42,-41,-44
-1297,-45,-43,-41,-43
-6372,-43,-43,-42,-42
-6370,-43,-43,-42,-43
-6338,-43,-42,-41,-44
-6322,-44,-42,-41,-43
-6314,-43,-42,-42,-43
-6301,-43,-42,-41,-43
-6305,-43,-42,-41,-42
-6253,-43,-42,-42,-43
1516,-41,-42,-41,-43
6671,-42,-41,-41,-43
6551,-44,-43,-41,-43
6554,-43,-42,-41,-43
6534,-44,-42,-42,-43
6344,-44,-43,-42,-43
-5315,-46,-43,-42,-43
-6333,-44,-43,-42,-43
-6315,-42,-42,-41,-43
-6315,-43,-43,-41,-42
-6254,-43,-42,-41,-43
-6290,-43,-42,-41,-43
-6275,-42,-42,-42,-43
-6285,-42,-42,-41,-43
-6050,-42,-42,-41,-43
2279,-42,-42,-41,-43
6681,-43,-42,-41,-43
6574,-44,-42,-41,-44
6582,-43,-42,-41,-43
6599,-44,-42,-42,-42
6343,-44,-42,-42,-43
-5789,-45,-43,-42,-43
-6300,-44,-42,-41,-42
-6292,-43,-43,-42,-43
-6293,-43,-42,-41,-43
-6289,-43,-42,-42,-43
-6301,-43,-43,-42,-44
-6278,-43,-42,-42,-43
-6254,-43,-42,-42,-43
-6038,-42,-42,-42,-43
3218,-41,-41,-41,-43
6717,-43,-42,-41,-43
6660,-44,-42,-41,-42
6610,-43,-42,-42,-43
6628,-44,-42,-41,-43
5547,-44,-42,-41,-42
-6015,-46,-43,-42,-44
-6323,-43,-42,-42,-43
-6284,-43,-42,-42,-43
-6269,-44,-43,-42,-44
-6258,-42,-42,-41,-43
-6244,-43,-42,-41,-43
-6252,-43,-42,-41,-42
-6196,-42,-42,-41,-43
-5999,-42,-41,-41,-43
2883,-42,-42,-41,-42
6747,-43,-42,-41,-44
6605,-43,-42,-41,-43
6580,-45,-42,-42,-43
6616,-44,-42,-41,-44
4715,-44,-42,-41,-43
-6095,-45,-42,-41,-43
-6262,-44,-42,-41,-42
-6263,-43,-42,-41,-44
-6203,-42,-42,-42,-43
-6235,-43,-43,-42,-42
-6233,-42,-42,-42,-43
-6233,-43,-42,-41,-43
-6231,-43,-42,-41,-43
-2359,-42,-42,-42,-43
6557,-41,-42,-41,-43
6653,-42,-42,-42,-43
6640,-44,-42,-41,-42
6654,-44,-42,-41,-43
6457,-43,-41,-41,-43
-106,-45,-42,-42,-42
-6275,-44,-42,-41,-43
-6242,-42,-42,-42,-42
-6242,-43,-43,-42,-43
-6246,-43,-43,-42,-43
-6230,-43,-43,-42,-43
-6221,-44,-43,-42,-43
-6193,-43,-43,-42,-43
-5963,-42,-42,-41,-43
2948,-41,-42,-41,-43
6764,-43,-42,-41,-42
6693,-43,-41,-42,-42
6668,-43,-42,-41,-43
6221,-43,-43,-41,-43
-867,-45,-42,-41,-44
-6265,-43,-42,-41,-43
-6259,-44,-43,-42,-43
-6228,-43,-42,-42,-43
-6209,-43,-42,-41,-43
-6199,-43,-42,-41,-43
-6186,-43,-42,-42,-43
-6191,-43,-43,-42,-43
-6147,-42,-42,-41,-43
1769,-41,-42,-41,-43
6802,-42,-42,-41,-43
6666,-43,-42,-42,-43
6663,-44,-42,-42,-42
6443,-44,-42,-42,-43
1827,-44,-42,-41,-44
2171,-45,-42,-41,-43
-6235,-46,-42,-42,-43
-6201,-44,-42,-42,-43
-6205,-43,-42,-41,-43
-6154,-43,-43,-41,-43
-6180,-43,-42,-41,-43
-6192,-42,-42,-41,-43
-6179,-43,-43,-42,-43
-5958,-43,-42,-42,-43
3419,-42,-42,-41,-44
6793,-43,-42,-41,-43
6717,-43,-42,-41,-42
6524,-44,-42,-42,-43
-2313,-45,-42,-41,-44
-2650,-43,-42,-42,-43
-6157,-43,-42,-42,-43
-6171,-43,-42,-41,-43
-6176,-43,-42,-42,-42
-6169,-43,-43,-41,-43
-6172,-43,-42,-41,-43
-6166,-44,-43,-42,-43
-6151,-43,-43,-42,-44
-840,-42,-42,-41,-43
6790,-41,-42,-40,-43
6746,-43,-42,-42,-43
6726,-43,-42,-42,-43
6796,-43,-41,-41,-43
6519,-44,-42,-41,-43
-3462,-45,-43,-41,-43
-6239,-44,-42,-42,-43
-6170,-43,-42,-42,-43
-6201,-43,-43,-42,-44
-6163,-43,-42,-42,-44
-6142,-43,-41,-42,-43
-6137,-43,-43,-42,-43
-6124,-43,-42,-41,-44
-5879,-42,-42,-42,-43
3907,-41,-42,-42,-42
6842,-43,-42,-41,-44
6753,-43,-42,-41,-44
6744,-44,-42,-42,-43
6557,-44,-43,-42,-43
-1378,-46,-43,-41,-43
-2614,-43,-43,-42,-43
-6168,-43,-43,-42,-42
-6142,-43,-42,-42,-43
-6128,-43,-41,-41,-43
-6133,-43,-42,-42,-42
-6083,-42,-42,-41,-43
-6110,-43,-42,-41,-43
-6118,-43,-42,-41,-43
510,-42,-42,-42,-44
6850,-42,-41,-41,-43
6739,-44,-43,-42,-43
6755,-44,-42,-42,-43
6780,-44,-42,-42,-43
6543,-43,-42,-41,-43
-4511,-46,-43,-42,-42
-5606,-43,-43,-41,-43
-6104,-43,-42,-41,-43
-6127,-43,-43,-41,-42
-6139,-42,-42,-41,-43
-6119,-43,-42,-41,-43
-6126,-43,-43,-42,-43
-6100,-44,-43,-42,-43
-3986,-42,-42,-42,-44
2522,-41,-41,-41,-43
6946,-43,-42,-42,-43
6803,-43,-42,-41,-43
6787,-43,-42,-40,-44
6638,-43,-42,-42,-42
-2672,-45,-42,-41,-43
-658,-43,-42,-41,-43
-6177,-43,-43,-42,-43
-6127,-43,-42,-42,-43
-6111,-43,-42,-41,-43
-6104,-43,-42,-41,-42
-6075,-42,-42,-42,-43
-6078,-43,-42,-42,-43
-5760,-42,-42,-41,-43
-140,-42,-42,-41,-43
6825,-40,-41,-41,-43
6827,-43,-42,-41,-43
6784,-44,-42,-41,-43
6625,-43,-42,-42,-42
-1362,-45,-42,-41,-43
1768,-43,-42,-42,-43
3431,-44,-42,-42,-44
-5940,-46,-43,-42,-43
-6098,-43,-42,-41,-43
-6093,-42,-43,-42,-43
-6094,-43,-42,-42,-43
-6123,-42,-41,-40,-43
-6077,-42,-42,-41,-43
-6103,-43,-42,-42,-43
-1843,-41,-42,-41,-43
6781,-41,-42,-41,-43
6859,-43,-43,-43,-44
6805,-44,-42,-42,-43
3932,-43,-42,-41,-43
-4500,-45,-42,-42,-43
3549,-42,-42,-41,-43
-314,-44,-42,-41,-43
-6150,-44,-42,-41,-42
-6087,-44,-42,-42,-43
-6111,-43,-42,-42,-43
-6082,-43,-42,-42,-43
-6073,-43,-43,-42,-44
-6026,-43,-42,-42,-43
-6050,-43,-42,-41,-43
-518,-42,-41,-41,-43
6899,-41,-42,-42,-43
6820,-43,-42,-41,-43
6674,-43,-42,-41,-43
929,-44,-42,-42,-43
1648,-43,-41,-41,-43
1735,-45,-42,-42,-43
-6111,-46,-43,-42,-43
-6081,-44,-42,-42,-43
-6028,-43,-43,-42,-43
-6051,-44,-43,-42,-44
-6038,-43,-42,-41,-43
-6036,-42,-42,-41,-43
-6044,-43,-43,-41,-43
-6035,-43,-43,-42,-43
2386,-41,-41,-40,-44
6980,-42,-42,-42,-43
6640,-44,-42,-42,-43
1005,-44,-42,-41,-43
2017,-45,-43,-42,-43
6962,-44,-42,-41,-44
2714,-44,-42,-42,-44
-6016,-45,-42,-42,-43
-6045,-43,-42,-42,-42
-4963,-43,-43,-41,-43
-6048,-42,-42,-41,-43
-6082,-43,-42,-41,-43
-6025,-43,-42,-42,-44
-6033,-43,-42,-42,-43
-5601,-43,-42,-42,-43
1676,-42,-43,-42,-43
7046,-42,-42,-40,-44
6713,-43,-42,-41,-43
1757,-44,-42,-42,-42
6934,-43,-42,-42,-43
6876,-43,-42,-41,-43
6644,-44,-43,-42,-42
-4534,-46,-42,-42,-43
-6054,-44,-42,-41,-43
-6036,-43,-43,-42,-43
-6044,-43,-42,-42,-43
-6018,-43,-42,-41,-43
-6026,-42,-42,-42,-43
-6016,-44,-43,-42,-44
-3172,-41,-42,-41,-44
4149,-41,-41,-41,-43
6969,-43,-42,-41,-43
6676,-43,-42,-41,-43
1014,-45,-43,-42,-43
6996,-44,-42,-41,-42
6745,-44,-42,-42,-44
-349,-45,-42,-41,-43
-6042,-44,-43,-42,-43
-4642,-43,-42,-42,-43
-6037,-42,-42,-42,-44
-6054,-43,-42,-42,-43
-6020,-43,-42,-42,-43
-6012,-43,-42,-41,-43
-5950,-42,-42,-41,-43
529,-42,-42,-42,-43
6916,-43,-42,-41,-44
6868,-43,-42,-41,-44
3210,-44,-42,-42,-43
535,-45,-43,-42,-43
6747,-44,-42,-41,-43
2630,-44,-42,-41,-43
-6026,-46,-42,-42,-42
-6030,-44,-42,-41,-44
-5382,-43,-42,-42,-43
-6028,-43,-43,-42,-43
-6006,-44,-43,-41,-43
-6002,-43,-42,-42,-44
-4797,-43,-43,-42,-43
-2243,-43,-42,-42,-43
959,-42,-41,-41,-43
4853,-44,-42,-42,-43
4438,-44,-42,-42,-43
2443,-44,-43,-42,-43
1382,-44,-42,-41,-44
1439,-45,-43,-42,-43
-109,-45,-42,-42,-43
-4045,-43,-42,-41,-43
-1183,-43,-42,-42,-42
-5514,-43,-43,-42,-44
-5994,-43,-42,-41,-43
-6004,-43,-42,-42,-43
-3709,-42,-42,-42,-43
-6019,-43,-42,-42,-43
-5965,-43,-42,-42,-43
140,-42,-43,-42,-43
2747,-43,-42,-42,-43
-3310,-45,-42,-41,-43
1329,-42,-42,-42,-42
5033,-44,-42,-42,-43
-1271,-44,-42,-42,-43
-5382,-44,-43,-42,-43
2135,-42,-42,-42,-43
6891,-43,-42,-42,-42
-1909,-44,-42,-41,-42
-5954,-44,-43,-42,-43
-4355,-43,-42,-41,-43
-3452,-42,-42,-41,-43
-5961,-43,-42,-41,-42
-5964,-43,-42,-42,-43
-5671,-42,-42,-41,-43
-491,-43,-43,-42,-43
-5653,-44,-43,-42,-43
2557,-41,-42,-42,-44
6915,-42,-41,-41,-43
500,-45,-43,-42,-42
